Id,name,age,course_id,date,is_paid
45699,Nguyễn Công Lan,24,A1,11/04/23,True
45739,Đặng Thị Thảo,22,A1,06/04/23,True
95016,Nguyễn Minh Anh,20,A4,04/07/23,True
38141,Nguyễn Quang Oanh,19,A1,13/12/23,True
35933,Bùi Hữu Ly,21,A1,18/12/23,True
85874,Lê Công Phong,19,A1,24/03/23,True
50149,Phan Hữu Anh,21,A7,17/07/23,True
78477,Trần Quang Hà,21,A6,22/09/23,False
55865,Vũ Thị Bảo,25,A6,02/04/23,True
34816,Đỗ Đức Trang,23,A1,19/07/23,True
83914,Trần Công Bảo,23,A1,08/07/23,True
89211,Trần Minh Anh,20,A1,23/01/24,True
26459,Hoàng Thị Linh,24,A1,29/11/23,True
15877,Hoàng Ngọc Quân,18,A1,21/05/23,True
14686,Phạm Hữu Nam,20,A1,29/09/23,False
22205,Bùi Ngọc Thảo,19,A1,09/06/23,True
26524,Đỗ Công Khoa,16,A5,15/09/23,True
71692,Đỗ Công Oanh,42,A1,08/04/23,True
35095,Bùi Công Bảo,23,A6,19/04/23,True
78379,Trần Công Cương,19,A1,22/11/23,True
25972,Bùi Công Phong,23,A1,23/08/23,True
76630,Phan Công Quân,24,A1,21/08/23,True
98860,Phan Đức Quân,46,A1,24/01/24,True
22205,Lê Văn Xuân,19,A1,22/02/23,True
13092,Lê Ngọc Thảo,33,A5,15/07/23,True
89507,Bùi Thị Cương,25,A4,23/02/23,True
13969,Đặng Thị Nam,48,A1,31/03/23,True
49876,Phan Ngọc Khoa,26,A5,30/11/23,True
44578,Đặng Quang Lan,20,A3,22/01/24,True
93829,Hoàng Quang Lan,17,A1,18/03/23,True
76467,Hoàng Đức Linh,47,A1,14/01/24,True
23861,Hoàng Minh Xuân,20,A1,12/03/23,True
73928,Vũ Thị Long,22,A1,06/11/23,True
13121,Bùi Đức Vinh,23,A1,18/04/23,True
33165,Lê Thị Vinh,19,A1,28/11/23,True
70380,Hoàng Đức Thu,21,A7,26/10/23,True
49560,Nguyễn Công Thảo,26,A1,28/06/23,False
76706,Nguyễn Quang Phong,32,A1,14/09/23,True
87986,Trần Minh Trang,25,A1,10/01/24,True
56418,Phạm Văn Long,53,A7,17/06/23,True
30666,Phan Văn Oanh,19,A1,15/04/23,True
48751,Nguyễn Đức Phong,43,A5,24/10/23,True
75780,Lê Quang Ly,18,A1,14/12/23,True
43654,Nguyễn Minh Phong,35,A1,18/03/23,True
54910,Phan Công Linh,20,A5,11/08/23,True
99312,Nguyễn Quang Thu,19,A1,31/03/23,True
31684,Đỗ Minh Dũng,23,A4,30/11/23,True
58899,Trần Văn Bảo,25,A1,11/02/23,True
51777,Trần Hữu Bảo,50,A3,04/01/24,True
91931,Hoàng Ngọc Cương,19,A1,21/04/23,True
94149,Nguyễn Công Oanh,23,A2,06/07/23,True
58443,Phạm Văn Quân,25,A1,27/06/23,True
72559,Đỗ Thị Mai,24,A1,19/01/24,True
43783,Đặng Quang Vinh,19,A4,26/01/24,True
39092,Đỗ Thị Vinh,20,A2,14/04/23,True
96483,Lê Công Nam,24,A3,21/03/23,True
53169,Đặng Hữu Linh,19,A1,02/01/24,True
15543,Lê Công Vinh,24,A1,02/08/23,True
79345,Hoàng Hữu Hà,23,A5,10/08/23,True
96593,Hoàng Quang Anh,24,A1,19/02/23,True
73477,Lê Văn Linh,25,A1,21/04/23,True
15197,Nguyễn Ngọc Nam,20,A1,11/03/23,True
37236,Phạm Thị Mai,22,A1,11/02/23,True
26663,Đặng Quang Vinh,21,A1,23/03/23,True
40564,Hoàng Ngọc Mai,22,A2,11/01/24,True
15247,Đặng Đức Anh,24,A5,07/10/23,True
15573,Đặng Đức Linh,25,A3,16/08/23,True
90077,Vũ Đức Oanh,19,A4,31/07/23,False
63687,Nguyễn Thị Nam,13,A4,21/11/23,True
38835,Hoàng Minh Lan,25,A2,01/08/23,True
27046,Nguyễn Văn Lan,20,A1,12/10/23,True
15060,Hoàng Hữu Mai,29,A2,02/11/23,True
81117,Phạm Văn Khoa,27,A1,22/01/24,True
68255,Lê Ngọc Dũng,20,A6,29/08/23,True
94284,Đặng Đức Nam,28,A1,08/05/23,True
35256,Đỗ Ngọc Cương,20,A1,27/10/23,True
53116,Phạm Ngọc Nam,22,A6,13/03/23,True
66063,Phạm Văn Xuân,25,A4,03/05/23,True
10864,Hoàng Hữu Mai,24,A1,11/09/23,True
30955,Lê Minh Lan,25,A1,06/06/23,True
79590,Đỗ Thị Khoa,25,A5,08/03/23,True
53298,Bùi Quang Trang,20,A6,21/08/23,True
19726,Phan Minh Trang,23,A1,11/07/23,True
89788,Đỗ Văn Lan,20,A7,15/06/23,True
40791,Phạm Ngọc Lan,22,A1,15/04/23,True
72047,Lê Quang Long,20,A1,20/12/23,False
60519,Hoàng Minh Thu,23,A1,11/01/24,True
78111,Đặng Quang Phong,22,A7,07/07/23,True
28624,Phan Minh Mai,19,A1,02/11/23,True
34704,Đặng Đức Long,21,A1,21/12/23,True
17493,Hoàng Thị Long,39,A1,03/12/23,True
79280,Trần Quang Bảo,21,A2,24/10/23,True
15594,Phan Công Ly,25,A1,17/02/23,True
89526,Hoàng Đức Xuân,53,A6,21/09/23,True
17130,Nguyễn Công Ly,32,A2,09/07/23,True
62664,Đỗ Văn Trang,25,A1,17/11/23,True
52932,Vũ Đức Linh,20,A4,04/06/23,True
95959,Phạm Minh Quân,19,A1,25/08/23,False
62975,Phạm Ngọc Phong,22,A1,22/04/23,True
66396,Nguyễn Quang Hà,20,A1,29/08/23,True
96226,Nguyễn Minh Nam,22,A5,29/06/23,False
64478,Vũ Công Mai,23,A1,16/01/24,True
86441,Lê Hữu Mai,25,A1,30/03/23,False
94577,Đỗ Ngọc Oanh,22,A1,31/12/23,True
14837,Bùi Ngọc Lan,21,A2,16/04/23,True
58994,Đặng Công Cương,24,A5,24/04/23,True
93886,Lê Văn Xuân,20,A1,23/10/23,True
70739,Trần Ngọc Ly,21,A1,01/03/23,True
40573,Bùi Thị Quân,17,A1,27/01/24,False
97460,Lê Quang Phong,19,A1,27/11/23,True
84328,Bùi Ngọc Trang,22,A5,19/10/23,True
25989,Lê Đức Ly,24,A2,26/02/23,False
89878,Đặng Hữu Xuân,21,A1,07/04/23,True
40133,Phạm Minh Long,20,A1,18/06/23,True
95489,Trần Ngọc Xuân,34,A1,17/08/23,False
14633,Đỗ Minh Quân,19,A5,17/12/23,True
17008,Hoàng Minh Nam,24,A1,02/09/23,True
30827,Vũ Hữu Phong,23,A7,25/06/23,True
45315,Đặng Ngọc Khoa,19,A1,15/07/23,True
24327,Nguyễn Đức Khoa,24,A7,02/05/23,True
25540,Hoàng Thị Lan,49,A1,24/04/23,True
71861,Trần Quang Cương,23,A1,19/08/23,True
52832,Vũ Minh Khoa,23,A7,10/01/24,True
93384,Đặng Văn Cương,24,A2,10/06/23,True
23029,Vũ Quang Oanh,32,A6,13/01/24,True
15867,Nguyễn Công Dũng,20,A1,18/08/23,True
27027,Đặng Minh Quân,17,A1,02/03/23,True
20310,Phạm Minh Hà,21,A1,11/11/23,True
79922,Lê Văn Xuân,21,A1,30/11/23,True
18947,Bùi Ngọc Khoa,13,A1,20/02/23,True
71816,Hoàng Hữu Quân,20,A1,15/01/24,True
37151,Bùi Đức Quân,25,A1,13/03/23,True
40979,Bùi Thị Oanh,22,A2,06/01/24,True
15037,Đỗ Văn Bảo,25,A4,21/10/23,True
46483,Phạm Quang Linh,19,A1,01/07/23,True
81947,Nguyễn Văn Mai,27,A5,12/10/23,True
10692,Trần Hữu Khoa,17,A1,08/12/23,True
53390,Phan Quang Thảo,23,A6,18/10/23,False
16533,Bùi Ngọc Phong,20,A3,09/12/23,True
34594,Phan Quang Khoa,18,A1,24/08/23,True
50696,Nguyễn Ngọc Lan,19,A6,02/03/23,True
36123,Hoàng Quang Bảo,14,A7,06/07/23,True
43672,Hoàng Minh Dũng,25,A6,16/04/23,True
36140,Lê Công Dũng,24,A1,10/02/23,True
34846,Vũ Hữu Mai,25,A2,14/02/23,True
26555,Phan Minh Cương,23,A1,08/04/23,True
58849,Đặng Ngọc Thu,20,A1,20/05/23,True
59056,Đỗ Văn Linh,13,A5,27/08/23,True
91418,Phạm Ngọc Linh,19,A5,23/11/23,True
72320,Phan Minh Ly,22,A1,20/10/23,True
27857,Nguyễn Đức Xuân,50,A5,17/08/23,True
62248,Lê Công Mai,25,A1,12/01/24,True
97902,Bùi Ngọc Ly,20,A1,16/08/23,True
88002,Phan Đức Lan,24,A2,27/09/23,True
82095,Phạm Ngọc Thu,22,A5,16/03/23,True
45892,Nguyễn Thị Trang,14,A1,06/01/24,True
87606,Lê Đức Hà,17,A1,26/04/23,True
61322,Phạm Đức Thu,18,A1,07/06/23,True
90846,Hoàng Hữu Lan,20,A1,28/03/23,True
46133,Phạm Công Ly,24,A1,21/10/23,True
19095,Hoàng Minh Cương,47,A1,13/07/23,True
47038,Vũ Hữu Trang,23,A1,26/03/23,True
92476,Vũ Hữu Trang,16,A1,28/06/23,True
70610,Trần Công Xuân,23,A6,04/11/23,True
66652,Hoàng Ngọc Quân,21,A1,24/07/23,False
51798,Bùi Minh Cương,24,A1,06/06/23,True
54439,Phạm Hữu Lan,17,A1,25/07/23,True
45081,Đặng Ngọc Phong,47,A7,20/07/23,True
62151,Đặng Công Vinh,13,A1,30/11/23,False
36299,Vũ Hữu Lan,21,A1,07/08/23,True
78472,Bùi Minh Nam,24,A1,19/07/23,True
36026,Vũ Đức Linh,25,A1,31/07/23,False
75066,Nguyễn Hữu Long,24,A1,18/11/23,True
38091,Hoàng Đức Xuân,24,A1,11/11/23,True
11079,Nguyễn Thị Cương,22,A1,13/07/23,True
40951,Đỗ Thị Thu,49,A2,09/11/23,True
17235,Vũ Công Ly,23,A1,01/03/23,True
89823,Vũ Công Phong,24,A7,18/12/23,True
78876,Trần Quang Hà,20,A1,13/07/23,True
35425,Hoàng Văn Khoa,26,A4,14/12/23,True
79806,Trần Ngọc Thu,21,A6,26/06/23,True
79322,Lê Hữu Nam,20,A5,23/10/23,True
49449,Đặng Hữu Thu,50,A6,17/04/23,True
85179,Phạm Hữu Lan,14,A1,26/10/23,True
53894,Hoàng Ngọc Quân,23,A2,08/12/23,True
54306,Lê Thị Ly,13,A1,13/09/23,True
93232,Trần Quang Anh,22,A5,29/05/23,True
62349,Trần Văn Bảo,19,A1,26/02/23,True
23921,Đỗ Văn Dũng,25,A2,29/01/24,True
55349,Vũ Công Trang,21,A1,29/03/23,True
32837,Vũ Quang Nam,21,A1,24/08/23,True
30923,Phạm Quang Oanh,19,A7,03/08/23,True
52422,Phan Thị Anh,24,A7,11/07/23,True
38756,Lê Văn Xuân,23,A7,11/09/23,True
14758,Phạm Quang Quân,24,A1,03/06/23,True
59002,Bùi Ngọc Lan,18,A1,21/08/23,True
10490,Nguyễn Quang Bảo,46,A1,19/02/23,True
93860,Đặng Đức Xuân,24,A1,25/03/23,True
31292,Trần Quang Phong,51,A1,01/03/23,True
72766,Trần Ngọc Ly,24,A1,20/11/23,True
11073,Bùi Văn Hà,19,A1,31/08/23,True
39320,Bùi Minh Khoa,27,A4,31/05/23,True
78116,Bùi Đức Linh,25,A4,01/03/23,True
89436,Trần Thị Phong,36,A1,11/11/23,True
22021,Phan Ngọc Long,21,A1,26/02/23,True
33464,Đặng Thị Hà,51,A1,17/12/23,True
84024,Phan Đức Vinh,23,A1,30/12/23,True
94517,Phan Ngọc Oanh,25,A1,20/04/23,True
12881,Vũ Đức Linh,21,A7,19/12/23,True
11378,Trần Thị Mai,20,A1,04/12/23,True
69251,Đỗ Quang Hà,32,A1,12/04/23,True
32499,Nguyễn Công Bảo,20,A1,18/07/23,True
95473,Vũ Quang Nam,25,A6,29/11/23,True
56994,Bùi Đức Dũng,23,A5,11/06/23,True
17349,Phan Hữu Ly,33,A6,18/02/23,True
47344,Đặng Hữu Xuân,24,A1,26/02/23,True
11462,Nguyễn Quang Ly,24,A1,30/11/23,True
50581,Hoàng Minh Lan,24,A1,24/07/23,True
16191,Nguyễn Quang Hà,29,A1,09/10/23,True
57645,Nguyễn Hữu Trang,21,A3,01/03/23,True
69123,Lê Văn Thảo,22,A1,19/02/23,True
10515,Đặng Quang Oanh,23,A2,10/09/23,True
56216,Hoàng Đức Thảo,20,A1,20/08/23,True
83870,Đỗ Văn Ly,20,A1,12/04/23,True
13332,Lê Minh Trang,20,A1,17/10/23,True
95761,Phạm Đức Anh,25,A5,13/04/23,True
83324,Trần Hữu Oanh,49,A3,19/02/23,True
10066,Lê Văn Dũng,22,A1,02/11/23,True
80152,Nguyễn Thị Thu,23,A1,24/06/23,True
21772,Lê Ngọc Linh,14,A1,13/07/23,True
22940,Đặng Công Xuân,48,A3,12/02/23,True
71431,Trần Minh Oanh,24,A1,19/06/23,True
42567,Phan Văn Dũng,19,A6,27/05/23,True
69199,Bùi Đức Anh,23,A2,01/06/23,False
54237,Hoàng Thị Vinh,22,A1,08/03/23,True
27118,Vũ Công Vinh,21,A3,31/12/23,False
12795,Bùi Hữu Oanh,26,A1,15/07/23,True
13084,Bùi Minh Cương,23,A1,02/05/23,True
38022,Trần Đức Dũng,23,A1,11/02/23,True
39265,Lê Văn Thảo,21,A1,01/12/23,True
80610,Nguyễn Hữu Vinh,20,A1,19/12/23,True
10893,Bùi Công Bảo,13,A1,18/05/23,True
61415,Hoàng Quang Thảo,24,A5,01/02/24,True
11515,Phạm Công Bảo,52,A6,04/09/23,True
66240,Bùi Minh Hà,24,A2,25/08/23,True
41186,Bùi Quang Xuân,20,A4,14/02/23,False
97029,Trần Văn Linh,14,A1,01/09/23,True
85483,Phạm Hữu Xuân,23,A1,02/08/23,True
38350,Hoàng Hữu Xuân,23,A6,24/09/23,True
91417,Hoàng Ngọc Khoa,19,A4,24/09/23,True
75431,Vũ Hữu Thảo,24,A1,17/09/23,True
29581,Phạm Quang Vinh,25,A1,16/05/23,True
25511,Đỗ Hữu Phong,31,A1,24/06/23,True
82573,Vũ Văn Xuân,21,A1,30/11/23,True
64460,Bùi Thị Thảo,21,A1,11/03/23,False
31045,Trần Quang Mai,20,A2,09/10/23,True
32706,Hoàng Văn Dũng,20,A7,23/07/23,True
80714,Trần Thị Khoa,21,A5,06/04/23,False
12716,Đặng Thị Thu,23,A4,10/09/23,True
54066,Bùi Công Xuân,13,A6,06/11/23,True
76151,Phan Ngọc Khoa,24,A5,19/02/23,False
10463,Bùi Ngọc Trang,21,A5,28/01/24,True
30008,Bùi Hữu Hà,23,A5,18/09/23,True
84417,Nguyễn Quang Linh,22,A1,05/02/23,True
64970,Đặng Hữu Quân,50,A2,20/05/23,True
27796,Hoàng Công Phong,24,A7,07/10/23,False
18802,Hoàng Thị Ly,21,A5,17/12/23,True
21516,Trần Thị Linh,41,A6,13/04/23,True
62091,Nguyễn Thị Ly,22,A3,27/01/24,True
19265,Vũ Hữu Trang,24,A1,20/02/23,True
25386,Bùi Thị Oanh,14,A3,29/01/24,True
99863,Vũ Quang Linh,52,A3,16/02/23,True
96988,Đỗ Văn Xuân,20,A1,21/02/23,True
85452,Bùi Đức Khoa,14,A1,14/05/23,True
39424,Phan Văn Phong,20,A1,25/07/23,True
72699,Trần Quang Linh,27,A1,06/09/23,True
52065,Hoàng Minh Ly,19,A1,15/03/23,True
13775,Đỗ Ngọc Lan,52,A1,14/01/24,True
63639,Đặng Minh Bảo,23,A1,11/06/23,True
23668,Phan Công Nam,21,A2,29/10/23,True
74604,Vũ Quang Anh,22,A1,23/10/23,True
24626,Trần Hữu Phong,22,A6,29/01/24,True
19130,Lê Công Linh,21,A1,01/09/23,True
46993,Phan Ngọc Khoa,21,A6,08/12/23,True
58517,Đặng Minh Khoa,24,A1,24/06/23,True
99156,Nguyễn Quang Lan,21,A6,12/01/24,True
73080,Lê Ngọc Phong,19,A1,11/11/23,True
76985,Phạm Minh Long,22,A1,26/04/23,True
50277,Đặng Hữu Mai,25,A5,12/07/23,True
55212,Bùi Ngọc Hà,19,A1,22/01/24,True
36950,Lê Hữu Nam,25,A6,16/02/23,True
10215,Phạm Văn Mai,23,A1,28/01/24,True
33834,Vũ Minh Ly,19,A1,27/06/23,True
20345,Phạm Hữu Thu,21,A1,05/12/23,True
38229,Hoàng Đức Phong,24,A1,11/12/23,True
81537,Bùi Hữu Lan,54,A1,16/03/23,True
87239,Lê Đức Dũng,19,A5,14/09/23,True
10228,Phạm Hữu Phong,14,A3,17/12/23,True
56032,Nguyễn Ngọc Phong,24,A5,14/03/23,True
73261,Phạm Đức Mai,19,A4,16/05/23,True
52818,Vũ Văn Ly,21,A5,11/09/23,True
99862,Phan Ngọc Linh,19,A4,31/10/23,True
26576,Nguyễn Văn Bảo,21,A6,16/10/23,True
41601,Hoàng Minh Long,39,A1,26/06/23,True
72894,Lê Công Trang,21,A1,06/12/23,True
95119,Trần Văn Thảo,20,A6,16/08/23,True
39511,Phan Quang Vinh,21,A1,03/10/23,True
80167,Hoàng Đức Vinh,19,A1,27/11/23,True
42574,Đỗ Thị Bảo,24,A1,27/10/23,True
32813,Phạm Minh Dũng,17,A1,22/03/23,False
28557,Phan Công Trang,42,A1,04/05/23,True
94577,Lê Văn Hà,23,A5,02/02/23,True
37025,Hoàng Quang Nam,24,A1,03/12/23,True
37094,Vũ Thị Trang,23,A1,21/01/24,True
11301,Lê Công Hà,23,A3,01/01/24,True
90440,Phạm Ngọc Trang,25,A1,15/05/23,False
28300,Trần Hữu Quân,22,A1,20/04/23,True
45525,Vũ Ngọc Xuân,20,A1,31/01/24,False
65514,Lê Đức Vinh,25,A4,15/05/23,True
42634,Đặng Công Ly,30,A5,04/02/23,True
12895,Hoàng Thị Khoa,23,A1,03/10/23,True
42016,Hoàng Văn Hà,44,A5,25/11/23,True
14011,Hoàng Văn Linh,42,A2,04/05/23,True
49725,Trần Văn Nam,21,A7,19/08/23,True
88863,Trần Công Hà,23,A1,04/09/23,True
34700,Phan Văn Anh,29,A1,11/09/23,True
15269,Lê Công Anh,25,A4,09/04/23,True
59589,Trần Ngọc Long,35,A1,25/04/23,True
40930,Phạm Minh Linh,20,A1,10/04/23,True
80934,Vũ Hữu Quân,24,A7,24/06/23,True
92987,Phan Hữu Trang,14,A7,11/06/23,True
59699,Lê Hữu Lan,24,A1,01/11/23,True
89737,Hoàng Văn Ly,20,A1,15/07/23,False
95711,Đỗ Đức Cương,22,A4,29/09/23,True
69470,Đặng Ngọc Dũng,20,A2,26/01/24,True
73656,Đỗ Thị Oanh,19,A1,26/01/24,True
66633,Nguyễn Hữu Linh,21,A2,20/11/23,True
36502,Đỗ Văn Anh,39,A5,30/04/23,True
93123,Phan Thị Lan,25,A2,19/04/23,True
45398,Đặng Hữu Ly,20,A5,30/09/23,True
65421,Nguyễn Công Thảo,25,A1,10/01/24,True
95998,Trần Công Dũng,25,A1,04/07/23,True
28984,Lê Văn Linh,16,A1,19/07/23,True
92203,Lê Quang Ly,24,A1,20/07/23,True
30977,Trần Minh Khoa,43,A1,11/12/23,True
98177,Hoàng Quang Cương,19,A6,01/08/23,True
17382,Trần Văn Xuân,22,A1,06/05/23,True
56041,Phan Hữu Phong,24,A1,15/02/23,True
55156,Hoàng Công Nam,30,A1,22/05/23,True
14136,Phan Công Cương,25,A1,17/11/23,True
25479,Lê Quang Hà,24,A1,02/06/23,True
80456,Trần Thị Vinh,24,A1,12/09/23,True
85069,Lê Thị Mai,41,A5,19/07/23,True
39968,Phan Quang Trang,24,A1,05/07/23,False
71607,Đỗ Quang Hà,29,A3,20/07/23,True
75425,Vũ Minh Thảo,23,A6,03/05/23,True
67196,Phạm Ngọc Cương,22,A6,08/05/23,True
54755,Đỗ Đức Cương,19,A6,20/10/23,True
61272,Nguyễn Quang Thảo,20,A6,07/12/23,True
33889,Nguyễn Quang Nam,28,A1,04/09/23,True
80190,Đặng Hữu Thảo,49,A6,30/09/23,True
66398,Phạm Đức Bảo,19,A1,10/02/23,True
36870,Lê Ngọc Anh,22,A4,26/07/23,False
23016,Nguyễn Thị Vinh,17,A3,13/11/23,True
25792,Nguyễn Hữu Nam,20,A1,24/12/23,True
73456,Nguyễn Ngọc Hà,22,A6,22/11/23,True
57691,Bùi Công Trang,21,A5,19/06/23,True
48762,Nguyễn Công Dũng,24,A4,16/01/24,True
95703,Đỗ Hữu Thu,22,A4,30/06/23,False
56854,Đặng Công Vinh,24,A1,08/10/23,True
43980,Vũ Hữu Long,52,A4,23/07/23,True
25896,Lê Đức Oanh,20,A1,16/07/23,True
20681,Lê Thị Quân,24,A1,10/03/23,True
21397,Vũ Ngọc Khoa,15,A2,07/03/23,True
54264,Vũ Đức Long,19,A1,31/07/23,True
55254,Đỗ Quang Anh,20,A1,30/04/23,True
92643,Trần Thị Lan,25,A1,27/08/23,False
38412,Phạm Đức Bảo,19,A1,16/04/23,True
21549,Đỗ Văn Vinh,51,A1,09/01/24,False
97968,Nguyễn Quang Cương,36,A3,03/08/23,True
53617,Hoàng Ngọc Thu,25,A3,16/07/23,True
52919,Phan Hữu Dũng,24,A1,20/05/23,False
68446,Trần Hữu Anh,22,A1,02/06/23,True
16447,Đỗ Văn Ly,24,A1,09/06/23,True
14994,Trần Thị Linh,28,A1,11/11/23,True
42355,Bùi Quang Quân,21,A1,06/09/23,True
87355,Phan Ngọc Bảo,32,A2,02/10/23,True
54387,Phạm Thị Hà,22,A1,14/12/23,True
55178,Nguyễn Hữu Ly,25,A2,19/12/23,True
80726,Đặng Thị Quân,21,A1,11/11/23,True
99242,Trần Công Vinh,19,A5,27/12/23,True
70038,Lê Minh Long,44,A5,20/06/23,True
88015,Lê Thị Vinh,21,A5,08/09/23,True
46132,Vũ Ngọc Xuân,40,A1,21/06/23,True
32469,Phan Quang Nam,16,A1,18/05/23,True
76708,Đặng Công Bảo,24,A5,03/01/24,True
44409,Phạm Văn Hà,30,A3,24/07/23,True
34054,Lê Ngọc Cương,25,A3,10/06/23,False
10363,Trần Quang Quân,23,A1,08/06/23,True
82201,Trần Thị Khoa,22,A3,25/06/23,True
53965,Phạm Ngọc Mai,15,A5,29/03/23,True
40825,Đặng Đức Trang,22,A3,13/01/24,True
70241,Bùi Hữu Trang,20,A3,22/08/23,False
31584,Đỗ Văn Xuân,19,A3,31/07/23,True
80268,Vũ Minh Lan,13,A3,16/02/23,True
49563,Vũ Công Long,19,A1,21/11/23,True
11674,Trần Công Oanh,18,A1,15/06/23,True
39140,Vũ Đức Long,19,A5,16/12/23,True
33004,Vũ Quang Ly,21,A1,02/07/23,True
68095,Đặng Minh Thảo,20,A1,10/02/23,True
30116,Vũ Quang Vinh,19,A1,20/04/23,True
21283,Đỗ Đức Cương,23,A6,23/03/23,True
23440,Lê Quang Mai,16,A3,18/11/23,True
17868,Đặng Quang Dũng,24,A1,08/07/23,True
25734,Hoàng Văn Quân,40,A1,14/03/23,True
72514,Đặng Thị Bảo,20,A4,01/07/23,True
73753,Bùi Hữu Xuân,21,A3,17/10/23,True
26453,Phạm Văn Nam,26,A2,31/08/23,True
44775,Hoàng Thị Trang,22,A1,05/07/23,True
12779,Vũ Quang Nam,32,A1,10/05/23,True
65087,Phan Thị Khoa,21,A1,03/11/23,True
27400,Bùi Hữu Thảo,21,A4,01/03/23,True
34600,Vũ Công Xuân,39,A1,19/12/23,True
51139,Trần Thị Anh,22,A1,10/12/23,True
97838,Đặng Thị Quân,25,A1,16/01/24,True
32785,Hoàng Ngọc Lan,22,A1,25/04/23,True
33777,Vũ Thị Lan,27,A2,06/08/23,True
33548,Đặng Ngọc Oanh,15,A1,10/10/23,True
61287,Bùi Công Long,30,A2,28/08/23,True
26692,Vũ Đức Anh,49,A1,16/01/24,True
62409,Nguyễn Văn Hà,25,A1,12/05/23,True
91731,Đỗ Quang Mai,23,A5,26/06/23,True
31341,Phạm Ngọc Lan,22,A1,06/01/24,True
97759,Đỗ Ngọc Hà,48,A1,05/11/23,False
56900,Vũ Quang Thu,20,A1,13/12/23,True
59156,Lê Thị Vinh,25,A1,17/03/23,True
35938,Hoàng Hữu Mai,19,A1,19/01/24,True
70282,Vũ Văn Vinh,23,A1,04/02/23,True
70289,Bùi Thị Vinh,24,A1,27/11/23,False
20828,Đặng Quang Khoa,20,A5,02/09/23,True
47860,Phạm Đức Oanh,24,A1,06/01/24,True
23515,Hoàng Thị Hà,24,A1,11/04/23,True
97227,Trần Thị Quân,39,A5,09/12/23,True
85148,Lê Công Long,27,A2,24/12/23,True
12892,Đặng Quang Lan,22,A1,21/01/24,True
10654,Vũ Thị Trang,38,A1,17/10/23,False
39087,Vũ Ngọc Mai,22,A1,11/11/23,True
58867,Lê Công Anh,54,A4,15/03/23,True
98074,Đỗ Văn Dũng,47,A3,30/05/23,False
97892,Đỗ Văn Khoa,21,A1,01/12/23,True
30698,Phạm Văn Thảo,17,A5,15/11/23,True
45450,Phạm Quang Dũng,26,A1,18/08/23,True
80247,Lê Đức Cương,20,A1,17/09/23,True
42152,Hoàng Minh Lan,47,A1,04/02/23,True
76543,Bùi Công Quân,22,A1,23/06/23,True
79444,Bùi Ngọc Lan,20,A6,15/02/23,True
37959,Hoàng Ngọc Dũng,25,A1,07/04/23,False
58353,Hoàng Hữu Lan,51,A4,25/06/23,False
61567,Đặng Ngọc Xuân,25,A5,22/08/23,True
92464,Đỗ Thị Xuân,20,A1,17/04/23,True
95092,Phan Quang Cương,19,A6,16/05/23,True
98741,Hoàng Ngọc Ly,24,A1,06/05/23,True
47045,Phan Ngọc Anh,25,A1,20/08/23,True
36627,Vũ Hữu Nam,20,A6,02/03/23,True
39475,Phan Quang Hà,19,A7,28/01/24,True
52292,Phan Văn Mai,23,A1,21/08/23,False
87814,Phạm Thị Oanh,20,A1,08/05/23,True
66574,Phạm Thị Thảo,23,A1,23/02/23,True
82267,Trần Ngọc Phong,21,A1,23/10/23,True
99254,Phạm Văn Trang,21,A2,01/07/23,True
90730,Trần Thị Quân,21,A5,05/04/23,True
50870,Vũ Đức Vinh,13,A1,09/03/23,True
35494,Đỗ Văn Quân,25,A1,10/07/23,True
10835,Nguyễn Văn Mai,19,A1,06/06/23,True
47335,Trần Ngọc Ly,25,A1,08/08/23,True
70654,Vũ Thị Thảo,22,A1,25/03/23,False
87527,Nguyễn Ngọc Ly,22,A1,25/05/23,True
70782,Trần Quang Xuân,20,A3,08/01/24,True
25823,Nguyễn Hữu Dũng,49,A1,09/10/23,True
13491,Lê Thị Lan,25,A4,28/07/23,True
70408,Bùi Văn Bảo,25,A7,10/01/24,True
35163,Trần Văn Ly,15,A1,14/02/23,True
22126,Đỗ Ngọc Long,20,A6,09/04/23,True
13317,Đặng Thị Hà,20,A1,08/04/23,True
65963,Vũ Minh Dũng,20,A1,12/04/23,True
25504,Đặng Minh Long,24,A1,30/05/23,True
18605,Phạm Thị Long,24,A2,21/12/23,True
37043,Phan Đức Lan,19,A1,24/05/23,True
43132,Nguyễn Đức Anh,22,A1,19/07/23,True
72580,Phạm Minh Dũng,25,A1,05/04/23,False
49236,Bùi Quang Ly,24,A1,15/11/23,True
39992,Bùi Thị Hà,21,A1,19/07/23,True
89369,Đặng Đức Oanh,21,A3,30/06/23,False
29122,Lê Công Vinh,20,A1,10/06/23,True
92800,Trần Thị Linh,16,A1,29/10/23,True
96064,Hoàng Văn Trang,22,A1,05/08/23,True
25032,Hoàng Thị Thảo,16,A1,16/10/23,True
29751,Lê Ngọc Thu,21,A1,05/01/24,True
74817,Đặng Công Nam,18,A1,21/07/23,True
59597,Vũ Đức Ly,20,A1,03/04/23,True
91515,Hoàng Minh Thu,24,A1,07/01/24,True
64144,Phạm Thị Linh,19,A4,13/04/23,True
79711,Hoàng Đức Cương,21,A7,09/10/23,True
31395,Đỗ Ngọc Oanh,20,A1,12/02/23,True
